Date,Open,High,Low,Close,Adj Close,Volume
2012-02-01,163.812500,172.949997,146.250000,150.125000,120.702126,13543252
2012-03-01,149.500000,187.250000,147.524994,180.187500,144.872681,38000408
2012-04-01,179.487503,182.875000,170.012497,175.437500,141.053650,6599432
2012-05-01,175.437500,178.000000,150.000000,168.387497,135.385361,19315780
2012-06-01,167.725006,199.500000,159.637497,177.074997,142.370224,10054824
2012-07-01,177.500000,187.125000,172.550003,178.274994,143.335037,9964732
2012-08-01,177.750000,221.600006,177.750000,199.649994,160.520737,67180768
2012-09-01,200.699997,245.000000,200.500000,243.012497,196.464233,74425696
2012-10-01,243.887497,260.737488,224.725006,237.112503,191.694351,43767000
2012-11-01,236.750000,248.750000,216.774994,220.024994,177.879913,25706784
2012-12-01,220.537506,241.725006,216.375000,233.062500,188.420135,56186072
2013-01-01,234.662506,257.899994,228.125000,249.737503,201.901077,46103664
2013-02-01,249.737503,267.500000,239.500000,262.762512,212.431198,40049252
2013-03-01,263.000000,280.774994,253.812500,264.875000,214.139053,38782864
2013-04-01,264.062500,268.487488,226.699997,238.312500,192.664505,28032076
2013-05-01,238.312500,254.500000,223.762497,241.875000,195.544617,43141752
2013-06-01,240.625000,274.500000,227.274994,264.950012,214.199646,50298608
2013-07-01,264.000000,315.500000,241.250000,311.575012,251.893845,112585600
2013-08-01,312.149994,357.000000,300.125000,343.750000,277.905792,99010648
2013-09-01,345.000000,358.750000,314.362488,333.937500,269.972839,89681460
2013-10-01,335.000000,398.625000,329.000000,387.762512,314.685364,90477480
2013-11-01,387.875000,440.687500,379.024994,424.387512,344.408020,126190776
2013-12-01,422.387512,468.875000,415.500000,459.462494,372.872833,63879432
2014-01-01,461.250000,476.524994,425.899994,446.737488,362.545990,57776168
2014-02-01,449.250000,472.737488,424.100006,466.812500,378.837708,73443388
2014-03-01,467.500000,484.225006,432.750000,448.837494,364.250244,73429596
2014-04-01,451.500000,464.750000,419.087494,458.037506,371.716431,64666080
2014-05-01,458.037506,484.750000,431.662506,480.750000,390.148560,89745136
2014-06-01,482.812500,540.424988,467.024994,538.000000,436.609283,62920284
2014-07-01,537.500000,549.625000,500.000000,537.650024,436.325348,51696216
2014-08-01,510.000000,594.375000,507.537506,590.750000,483.859955,45862564
2014-09-01,586.262512,632.500000,586.262512,622.424988,509.803741,35380208
2014-10-01,617.512512,635.875000,541.500000,629.424988,515.537109,68169268
2014-11-01,629.500000,683.500000,628.325012,660.012512,540.590088,38416744
2014-12-01,661.262512,676.250000,615.349976,648.387512,531.068542,34852156
2015-01-01,647.250000,747.875000,628.299988,717.125000,587.368774,46372828
2015-02-01,743.000000,748.775024,685.000000,708.937500,580.662659,48995068
2015-03-01,719.700012,735.937500,618.650024,629.700012,515.762451,83807976
2015-04-01,630.500000,680.599976,565.099976,621.349976,508.923279,53815421
2015-05-01,621.349976,669.000000,541.000000,554.400024,454.087097,76444299
2015-06-01,559.000000,564.299988,467.100006,477.799988,391.347046,72103282
2015-07-01,476.649994,532.799988,458.500000,530.700012,434.675415,70781490
2015-08-01,529.000000,575.750000,492.700012,515.000000,426.836273,44634797
2015-09-01,510.000000,582.000000,506.100006,557.349976,461.936340,28962662
2015-10-01,558.700012,578.849976,534.099976,539.150024,446.851990,28503832
2015-11-01,541.000000,568.500000,508.000000,533.450012,442.127838,27793199
2015-12-01,533.000000,548.000000,512.400024,521.650024,432.347870,22757619
2016-01-01,524.900024,529.950012,492.950012,501.399994,415.564484,31617893
2016-02-01,504.950012,518.400024,407.399994,415.549988,344.411285,37815050
2016-03-01,417.000000,498.399994,416.000000,474.950012,393.642517,50950724
2016-04-01,476.000000,489.000000,442.899994,486.149994,402.925171,31892490
2016-05-01,485.000000,564.000000,459.700012,540.349976,447.846588,44820189
2016-06-01,541.000000,557.549988,493.549988,505.750000,419.169769,29737381
2016-07-01,508.200012,524.000000,482.100006,487.950012,404.417053,23171863
2016-08-01,485.200012,509.700012,448.549988,468.799988,393.224274,36905519
2016-09-01,470.000000,483.500000,418.700012,419.850006,352.165527,34881971
2016-10-01,420.000000,444.000000,405.500000,435.649994,365.418396,63453040
2016-11-01,436.000000,495.850006,409.000000,485.200012,406.980377,81613474
2016-12-01,480.049988,493.000000,453.750000,488.899994,410.083832,34821614
2017-01-01,494.500000,507.000000,425.500000,452.200012,379.300385,45539583
2017-02-01,452.250000,515.250000,436.450012,499.399994,418.891144,86040793
2017-03-01,488.950012,507.250000,451.200012,459.149994,385.129944,70931136
2017-04-01,457.000000,459.000000,412.450012,416.950012,349.733032,41573794
2017-05-01,416.950012,446.899994,356.649994,390.000000,327.127655,68504612
2017-06-01,390.000000,414.850006,377.399994,382.000000,320.417389,47352857
2017-07-01,382.049988,400.950012,373.100006,385.850006,323.646729,29606453
