Date,Open,High,Low,Close,Adj Close,Volume
2017-08-01,405.000000,444.250000,392.799988,428.149994,367.625275,71831507
2017-09-01,429.000000,464.250000,410.549988,457.850006,393.126801,38682184
2017-10-01,457.850006,488.500000,447.000000,482.049988,413.905792,30667535
2017-11-01,484.950012,502.799988,458.100006,489.250000,420.087982,49338871
2017-12-01,490.000000,518.150024,462.649994,504.049988,432.795776,55617113
2018-01-01,501.100006,626.200012,500.049988,612.650024,526.043762,71894045
2018-02-01,612.549988,631.200012,563.650024,612.650024,526.043762,60909952
2018-03-01,612.049988,651.950012,603.000000,638.700012,548.411316,55863686
2018-04-01,638.700012,729.500000,603.250000,670.599976,575.801758,66378131
2018-05-01,670.599976,718.700012,636.450012,712.349976,611.649841,72937805
2018-06-01,712.000000,721.900024,634.150024,655.450012,562.793457,76318710
2018-07-01,657.950012,684.900024,612.400024,680.750000,584.516968,77726579
2018-08-01,684.400024,768.750000,634.099976,765.799988,672.455505,87014900
2018-09-01,768.000000,780.000000,693.000000,745.500000,654.629883,60598603
2018-10-01,749.000000,780.799988,640.400024,743.900024,653.224976,76776814
2018-11-01,747.000000,747.000000,671.000000,705.950012,619.900696,61476353
2018-12-01,706.799988,739.900024,680.049988,723.150024,635.004150,48800206
2019-01-01,715.000000,742.400024,672.500000,731.900024,642.687622,50913816
2019-02-01,732.950012,840.000000,728.000000,830.150024,728.961792,89924051
2019-03-01,831.000000,836.500000,761.599976,775.900024,681.324463,60995643
2019-04-01,782.849976,838.000000,767.250000,836.099976,734.186584,49108938
2019-05-01,836.099976,846.500000,719.500000,760.349976,667.669861,63133618
2019-06-01,763.900024,770.750000,691.650024,706.599976,620.471436,55162551
2019-07-01,709.700012,713.450012,607.150024,636.250000,558.696533,61801118
2019-08-01,632.049988,700.700012,618.400024,693.650024,622.291199,67421488
2019-09-01,693.650024,734.450012,675.099976,714.500000,640.996216,57416906
2019-10-01,715.000000,764.799988,692.549988,739.000000,662.975647,46174801
2019-11-01,740.900024,784.000000,740.000000,761.450012,683.116211,54143107
2019-12-01,758.099976,794.000000,732.299988,762.299988,683.878723,47579262
2020-01-01,766.000000,807.950012,760.349976,796.599976,714.650208,38930371
2020-02-01,796.950012,845.900024,732.049988,744.400024,667.820251,43449669
2020-03-01,742.000000,784.000000,471.399994,565.500000,507.324524,82907302
2020-04-01,560.000000,582.700012,500.000000,546.250000,496.727631,96461874
2020-05-01,546.250000,549.750000,490.000000,530.450012,482.360077,88515251
2020-06-01,538.500000,605.349976,528.400024,543.400024,494.135986,99938493
2020-07-01,544.000000,702.750000,536.049988,681.650024,619.852417,156652889
2020-08-01,685.950012,774.700012,642.549988,741.000000,679.318481,108412551
2020-09-01,739.000000,830.000000,722.700012,791.750000,725.843933,123334301
2020-10-01,798.200012,887.549988,781.849976,813.299988,745.600098,139921928
2020-11-01,821.400024,890.000000,804.299988,876.849976,819.136780,102704887
2020-12-01,900.000000,986.400024,871.650024,973.200012,909.145203,89887387
2021-01-01,976.000000,1081.550049,956.000000,961.400024,898.121887,92408881
2021-02-01,961.900024,1019.200012,915.000000,918.849976,858.372375,82173295
2021-03-01,935.450012,1045.000000,926.349976,991.450012,926.193970,82055623
2021-04-01,1000.000000,1059.050049,937.000000,960.400024,897.187622,88394944
2021-05-01,960.000000,1033.000000,941.400024,1021.650024,954.406250,52799754
2021-06-01,1024.699951,1109.400024,994.000000,1095.449951,1023.348755,65364558
2021-07-01,1096.000000,1237.300049,1030.099976,1209.550049,1129.938965,75871459
2021-08-01,1210.000000,1478.000000,1195.550049,1447.650024,1388.679810,90950328
2021-09-01,1450.000000,1547.849976,1372.750000,1380.599976,1324.361084,59997896
2021-10-01,1375.000000,1630.000000,1361.000000,1477.849976,1417.649658,85392127
2021-11-01,1490.000000,1625.000000,1479.400024,1541.449951,1478.658813,47043983
2021-12-01,1550.000000,1838.000000,1536.000000,1790.550049,1734.706421,59200882
2022-01-01,1795.050049,1818.000000,1406.250000,1479.000000,1432.873047,66332558
2022-02-01,1504.000000,1514.949951,1330.000000,1410.000000,1366.025024,54527221
2022-03-01,1410.000000,1574.949951,1382.750000,1499.449951,1452.685059,51940545
2022-04-01,1499.000000,1522.500000,1246.250000,1259.000000,1219.734375,54886649
2022-05-01,1240.000000,1299.000000,1045.000000,1180.250000,1143.440430,80746475
2022-06-01,1186.150024,1197.000000,943.700012,1000.000000,968.812073,73563574
2022-07-01,997.000000,1068.000000,965.049988,1048.650024,1015.944763,66779268
2022-08-01,1058.949951,1135.000000,1017.299988,1076.099976,1057.713867,64497735
2022-09-01,1056.000000,1165.000000,984.549988,1008.599976,991.367126,75471101
2022-10-01,1010.000000,1098.000000,998.200012,1063.400024,1045.230835,38109576
2022-11-01,1069.000000,1098.699951,1005.250000,1060.849976,1042.724365,38527656
2022-11-21,1055.099976,1057.900024,1037.800049,1042.599976,1042.599976,1475781
